true_ratio,threshold,seed,ok,error,error_class,fitted_ratio,fitted_minor_direction,excluded_minor,pos_estimate,pos_pvalue,neg_estimate,neg_pvalue,contrast_estimate,true_contrast
0.05,0.25,617,TRUE,NA,NA,0,negative,TRUE,0.43640028332953934,2.7169969254358852e-11,NA,NA,0.18700630531696044,0.475
0.05,0.25,789,TRUE,NA,NA,0,negative,TRUE,0.5298139835009633,6.385052078765453e-16,NA,NA,0.2432574754581224,0.475
0.05,0.25,888,TRUE,NA,NA,0,negative,TRUE,0.43634119731732945,5.7122560062841645e-12,NA,NA,0.20501236875981801,0.475
0.05,0.25,999,TRUE,NA,NA,3.4061707523654327e-4,negative,TRUE,0.40600050912494134,1.0214037622264303e-10,NA,NA,0.15114169193270002,0.475
0.05,0.25,1001,TRUE,NA,NA,0,negative,TRUE,0.4123841341225939,7.583539742261424e-11,NA,NA,0.1329851161568461,0.475
0.05,0.25,1123,TRUE,NA,NA,0,negative,TRUE,0.43736056147782243,1.2012951403520192e-12,NA,NA,0.1842620390793148,0.475
0.05,0.25,1234,TRUE,NA,NA,0,negative,TRUE,0.3706943913459089,5.73397954952755e-8,NA,NA,0.12489899687506717,0.475
0.05,0.25,1357,TRUE,NA,NA,1.0173896726275358e-5,negative,TRUE,0.43221824629295746,2.1824897532155844e-11,NA,NA,0.16672206184544727,0.475
0.05,0.25,1500,TRUE,NA,NA,4.673748699016623e-5,negative,TRUE,0.3937747672103663,7.808114123625376e-9,NA,NA,0.15282177970574626,0.475
0.05,0.25,1618,TRUE,NA,NA,3.894966898278142e-4,negative,TRUE,0.3789034565969909,1.7105340002173858e-10,NA,NA,0.1297741964959807,0.475
0.05,0.25,1729,TRUE,NA,NA,8.146791764891116e-4,negative,TRUE,0.4514926064402795,1.97682375847524e-11,NA,NA,0.17118793116504213,0.475
0.05,0.25,1847,TRUE,NA,NA,1.8728753868926725e-4,negative,TRUE,0.4574873872484401,2.4479742405245154e-12,NA,NA,0.2128814969564465,0.475
0.05,0.25,1963,TRUE,NA,NA,6.44309740225589e-5,negative,TRUE,0.46038389450846495,2.3320020251683685e-11,NA,NA,0.17853383043199636,0.475
0.05,0.25,2048,TRUE,NA,NA,2.1332150877903145e-4,negative,TRUE,0.45596173592327116,5.393553155059096e-13,NA,NA,0.2216217194750482,0.475
0.05,0.25,2222,TRUE,NA,NA,0.002071528525661262,negative,TRUE,0.5027984860401077,9.522204172742243e-16,NA,NA,0.23663653284486885,0.475
0.05,0.25,2345,TRUE,NA,NA,9.740968643393759e-5,negative,TRUE,0.44424654945364345,3.556775757470724e-11,NA,NA,0.14036918768778722,0.475
0.05,0.25,2500,TRUE,NA,NA,0,negative,TRUE,0.3595172794557143,8.584033854859576e-9,NA,NA,0.15166959323259419,0.475
0.05,0.25,2718,TRUE,NA,NA,2.9957908350187034e-5,negative,TRUE,0.3795598018800111,8.967512884724157e-10,NA,NA,0.15314080184953227,0.475
0.05,0.25,2801,TRUE,NA,NA,0,negative,TRUE,0.4590649782299748,2.2590565039967977e-11,NA,NA,0.17735793555957943,0.475
0.05,0.25,3001,TRUE,NA,NA,0.09031920723194094,negative,TRUE,0.5251678631219299,1.182438709513205e-13,NA,NA,0.27882625373696945,0.475
0.05,0.25,3141,TRUE,NA,NA,7.875441480897456e-5,negative,TRUE,0.5901861603673961,5.21965678201616e-19,NA,NA,0.2288335300449551,0.475
0.05,0.25,3333,TRUE,NA,NA,7.799966496762463e-5,negative,TRUE,0.409681412614406,3.435785265510829e-10,NA,NA,0.15869641503131865,0.475
0.05,0.25,3500,TRUE,NA,NA,0,negative,TRUE,0.39341956417902696,4.924921577084887e-9,NA,NA,0.16364023662683536,0.475
